市（州）,县（市、区）,机构名称,机构地址,联系电话,更新时间,,
南充市,仪陇县,仪陇县阳通卫生院,仪陇县立山镇阳通场镇2号,15808439771,49:18.0,,
南充市,仪陇县,仪陇县龙桥卫生院,仪陇县龙桥府街2号,13678289511,49:18.0,,
南充市,仪陇县,仪陇县武棚卫生院,仪陇县永乐镇樟树桥社区08号,18090569195,49:18.0,,
南充市,仪陇县,仪陇县永乐中心卫生院,仪陇县永乐镇新圣街65号,18381780102,49:18.0,,
南充市,仪陇县,文星镇卫生院,文星镇文卫路3号,18990776772,49:18.0,,
南充市,仪陇县,仪陇县磨盘卫生院,紫云路185号,0817-7751254,49:18.0,,
南充市,仪陇县,仪陇县安乐卫生院,仪陇县保平镇新街,18989195821,49:18.0,,
南充市,仪陇县,保平镇卫生院,保平镇椿树湾社区,15609071718,49:18.0,,
南充市,仪陇县,日兴中心卫生院,日兴镇商业街,15882691718,49:18.0,,
南充市,仪陇县,马路卫生院,仪陇县日兴镇马路场镇,18090573658,49:18.0,,
南充市,仪陇县,福临乡卫生院,福临乡街道,13088139332,49:18.0,,
南充市,仪陇县,双庆卫生院,日兴镇双庆仁和街56号,15181768993,49:18.0,,
南充市,仪陇县,大风乡卫生院,大风乡天宝路,13088133858,49:18.0,,
南充市,仪陇县,碧泉卫生院,碧泉乡街道,13890899679,49:18.0,,
南充市,仪陇县,来仪卫生院,来仪乡卫生院,13778196081,49:18.0,,
南充市,仪陇县,仪陇县人民医院,新政镇新南路二段2号，金城填普济路13号,"1,398,918,267,015,180,000,000",49:18.0,,
南充市,仪陇县,仪陇县中医医院,四川省仪陇县新政镇人民路335号，四川省仪陇县金城镇西寺街47号,"1,576,059,858,813,980,000,000",49:18.0,,
南充市,仪陇县,仪陇县妇幼保健计划生育服务中心,仪陇县新政镇琳琅大道一段52号，仪陇县金城镇文化路5号,"1,519,675,521,013,890,000,000",49:18.0,,
南充市,仪陇县,仪陇县第二人民医院,四川省仪陇县马鞍镇大湾路27号,13056438594,49:18.0,,
南充市,仪陇县,杨桥镇卫生院,杨桥镇柏杨路4号,13696029797,49:18.0,,
南充市,仪陇县,丁字桥镇卫生院,丁字桥镇承德东路63号,18990753668,49:18.0,,
南充市,仪陇县,石佛乡卫生院,石佛乡大佛路115号,18145068852,49:18.0,,
南充市,仪陇县,周河卫生院,周河文化路25号,13989194373,49:18.0,,
南充市,仪陇县,铁山卫生院,仪陇县马鞍镇大梁村一组,13518294595,49:18.0,,
南充市,仪陇县,乐兴卫生院,仪陇县丁字桥镇粤韶新街19号,8989198421,49:18.0,,
南充市,仪陇县,柳垭中心卫生院,柳垭镇悦中街42号,13990711855,49:18.0,,
南充市,仪陇县,秋垭卫生院,秋垭乡学府街16号,15181714791,49:18.0,,
南充市,仪陇县,思德卫生院,思德乡六合社区2组,13890762655,49:18.0,,
南充市,仪陇县,大罗卫生院,大罗乡府南街14号,13890801718,49:18.0,,
南充市,仪陇县,义路卫生院,义路镇伏虞社区方洲大道121号,18582631999,49:18.0,,
南充市,仪陇县,义门卫生院,义门乡新西街75号,13547567778,49:18.0,,
南充市,仪陇县,合作卫生院,合作合兴街52号,13438771088,49:18.0,,
南充市,仪陇县,光华乡卫生院,光华乡兴华街107号,18784282008,49:18.0,,
南充市,仪陇县,柴井乡卫生院,柴井乡文化街1号,17726357727,49:18.0,,
南充市,仪陇县,银山卫生院,银山场镇姣世街1号,18990816397,49:18.0,,
南充市,仪陇县,环山卫生院,新政镇金环路8号,18989186677,49:18.0,,
南充市,仪陇县,果山卫生院,新政镇柳树店村,13398417933,49:18.0,,
南充市,仪陇县,度门社区中心,度门镇福民街33号,13540587350,49:18.0,,
南充市,仪陇县,新政社区卫生服务中心,新政镇人民路418号,15181780918,49:18.0,,
南充市,仪陇县,复兴中心卫生院,复兴镇中路101号,13118260282,49:18.0,,
南充市,仪陇县,赛金镇卫生院,赛金镇,15196759620,49:18.0,,
南充市,仪陇县,岐山卫生院,双胜镇岐山街道,18284150822,49:18.0,,
南充市,仪陇县,双胜镇卫生院,双胜镇永胜路123号,17721819416,49:18.0,,
南充市,仪陇县,二道镇卫生院,二道镇,17721805188,49:18.0,,
南充市,仪陇县,碑垭卫生院,碑垭乡,18081585189,49:18.0,,
南充市,仪陇县,新城卫生院,新城乡,15378383878,49:18.0,,
南充市,仪陇县,观紫中心卫生院,观紫镇中兴街,18780778492,49:18.0,,
南充市,仪陇县,三蛟镇卫生院,三蛟镇朝阳路149号,13890762883,49:18.0,,
南充市,仪陇县,大仪镇卫生院,大仪镇建兴街22号,17790186120,49:18.0,,
南充市,仪陇县,檬垭乡卫生院,三蛟镇兴隆街,15228116431,49:18.0,,
南充市,仪陇县,先锋镇卫生院,先锋镇观音街16号,15281752358,49:18.0,,
南充市,仪陇县,张公镇卫生院,张公镇大德街21号,13458290249,49:18.0,,
南充市,仪陇县,老木乡卫生院,老木乡场镇,13990827438,49:18.0,,
南充市,仪陇县,金城镇社区卫生服务中心,金城镇南街26号,15882627398,49:18.0,,
南充市,仪陇县,仪陇县凤仪乡卫生院,凤仪乡东街33号,13547591786,49:18.0,,
南充市,仪陇县,仪陇县五福镇卫生院,五福镇五福南路30号,17308173612,49:18.0,,
南充市,仪陇县,仪陇县中坝卫生院,中坝乡天府路17号,13890750761,49:18.0,,
南充市,仪陇县,仪陇双盘卫生院,双盘双柏路31号,15983791657,49:18.0,,
南充市,仪陇县,仪陇县土门中心卫生院,仪陇县土门镇西华街,18681740888,49:18.0,,
南充市,仪陇县,回春镇卫生院,仪陇县回春镇,15328881965,49:18.0,,
南充市,仪陇县,铜鼓乡卫生院,铜鼓乡柏林街3号,13540593639,13890857791,49:18.0,
南充市,仪陇县,来苏卫生院,来苏场镇1号,15378383885,49:18.0,,
南充市,仪陇县,仪陇德庆医院,仪陇县紫东街220号,18227331670,49:18.0,,
南充市,仪陇县,仪陇中山骨科医院,仪陇县新政镇永丰路25号,18113932711,49:18.0,,
南充市,仪陇县,仪陇宏济医院,仪陇县马鞍镇兴安路88号,18881786223,49:18.0,,
南充市,仪陇县,仪陇欣兴中康医院,赛金镇万寿北街7号,13398427858,49:18.0,,
南充市,仪陇县,仪陇仁和胃肠医院,仪陇县土门镇河坝街45号,18382931113,49:18.0,,
南充市,仪陇县,仪陇华川护理院,仪陇县金城镇鑫马路23号,18121817008,49:18.0,,
南充市,西充县,西充县人民医院,西充县安汉大道二段98号,13990700520,49:18.0,,
南充市,西充县,西充县中医医院,西充县安汉大道北二段1号,13890707769,49:18.0,,
南充市,西充县,西充县妇幼保健院,四川省西充县晋城镇北部新城谯周大道棕树路,13458226566,49:18.0,,
南充市,西充县,西充县晋城中心卫生院,四川省西充县晋城镇虹溪路191号,13808277749,49:18.0,,
南充市,西充县,西充县常林镇卫生院,四川省西充县常林乡木角场镇,15181736038,49:18.0,,
南充市,西充县,西充县常林镇群德卫生院,四川省西充县群德乡场镇,15892433120,49:18.0,,
南充市,西充县,西充县常林镇宏桥卫生院,四川省西充县宏桥乡场镇,13990817931,49:18.0,,
南充市,西充县,西充县占山乡卫生院,四川省西充县占山乡场镇,18781793376,49:18.0,,
南充市,西充县,西充县莲池镇卫生院,四川省西充县莲池乡场镇,15881732989,49:18.0,,
南充市,西充县,西充县太平中心卫生院,四川省西充县太平镇太平街21号,18227398581,49:18.0,,
南充市,西充县,西充县古楼镇李桥卫生院,李桥乡场镇139号,18281734853,49:18.0,,
南充市,西充县,西充县仙林镇卫生院,四川省西充县仙林镇,18608201959,49:18.0,,
南充市,西充县,西充县古楼镇金源卫生院,四川省西充县金源乡场镇,15908373083,49:18.0,,
南充市,西充县,西充县大全镇岱林卫生院,四川省西充县岱林乡场镇,13158520705,49:18.0,,
南充市,西充县,西充县晋城街道金泉卫生院,四川省西充县金泉街30号,13778192463,49:18.0,,
南充市,西充县,西充县古楼镇卫生院,四川省西充县古楼场镇,13890715593,49:18.0,,
南充市,西充县,西充县大全镇卫生院,四川省西充县大全镇,18990882128,49:18.0,,
南充市,西充县,西充县仙林镇华光卫生院,四川省西充县华光乡场镇,13398412598,49:18.0,,
南充市,西充县,西充县义兴中心卫生院,四川省西充县义兴镇义青路1号,13990808809,49:18.0,,
南充市,西充县,西充县关文镇紫岩卫生院,四川省西充县紫岩乡场镇,18990755225,49:18.0,,
南充市,西充县,西充县义兴镇西碾卫生院,四川省西充县西碾乡场镇12号,13688237388,49:18.0,,
南充市,西充县,西充县关文镇卫生院,四川省西充县关文镇场镇,15881491256,49:18.0,,
南充市,西充县,西充县凤鸣镇观凤卫生院,四川省西充县观凤场,13990758681,49:18.0,,
南充市,西充县,西充县凤鸣镇卫生院,四川省西充县凤鸣镇场镇23号,13340776791,49:18.0,,
南充市,西充县,西充县凤鸣镇复安卫生院,四川省西充县复安乡场镇,13990752293,49:18.0,,
南充市,西充县,西充县凤鸣镇中岭卫生院,四川省西充县中岭乡场镇,13890794850,49:18.0,,
南充市,西充县,西充县青狮镇卫生院,四川省西充县青狮镇,13778199861,49:18.0,,
南充市,西充县,西充县槐树中心卫生院,四川省西充县槐树镇临江街62号,15983750437,49:18.0,,
南充市,西充县,西充县槐树镇义和卫生院,四川省西充县义和场镇,13990758913,49:18.0,,
南充市,西充县,西充县槐树镇中南卫生院,四川省西充县中南乡场镇,17381078966,49:18.0,,
南充市,西充县,西充县罐垭乡卫生院,四川省西充县罐垭乡场镇,15808407005,49:18.0,,
南充市,西充县,西充县鸣龙镇卫生院,四川省西充县鸣龙镇场镇,13890715585,49:18.0,,
南充市,西充县,西充县义兴镇青龙卫生院,四川省西充县龙场3号,13890707036,49:18.0,,
南充市,西充县,西充县青狮镇双洛卫生院,四川省西充县青狮镇双洛场新街48号,18227322027,49:18.0,,
南充市,西充县,西充县双凤中心卫生院,四川省西充县双凤镇胜利路11号,13350642915,49:18.0,,
南充市,西充县,西充县祥龙乡卫生院,四川省西充县祥龙乡场镇,13890806944,49:18.0,,
南充市,西充县,西充县车龙乡卫生院,四川省西充县车龙乡场镇,15808441900,49:18.0,,
南充市,西充县,西充县双凤镇东岱卫生院,四川省西充县东岱乡场镇,13547588088,49:18.0,,
南充市,西充县,西充县高院镇卫生院,四川省西充县高院镇场镇,13518289489,49:18.0,,
南充市,西充县,西充县仁和镇卫生院,四川省西充县仁和镇场镇,15328420111,49:18.0,,
南充市,西充县,西充县仁和镇双江卫生院,四川省西充县双江乡场镇,13990812295,49:18.0,,
南充市,西充县,西充县高院镇同德卫生院,四川省西充县同德场镇67-79,13990700586,49:18.0,,
南充市,西充县,西充县仁和镇凤和卫生院,四川省西充县凤和场镇,13890706558,49:18.0,,
南充市,西充县,西充县多扶中心卫生院,四川省西充县多扶镇滨河南l路一段44号,13980313203,49:18.0,,
南充市,西充县,西充县东太乡卫生院,四川省西充县东太乡场,15082751018,49:18.0,,
南充市,西充县,西充县多扶镇金山卫生院,四川省西充县金山乡场镇,13990864400,49:18.0,,
南充市,西充县,西充县多扶镇扶君卫生院,四川省西充县扶君乡场镇,18990725638,49:18.0,,
南充市,西充县,西充县南台街道永清卫生院,永清乡青莲巷5号,13990748989,49:18.0,,
南充市,西充县,西充县北街社区卫生服务中心,晋城镇公园街29号,18989181053,49:18.0,,
南充市,西充县,西充县城南社区卫生服务中心,四川省西充县晋城镇,13890741588,49:18.0,,
南充市,西充县,西充县城北新区社区卫生服务中心,西充县晋城镇城北新区,13890846519,49:18.0,,
南充市,西充县,西充府南医院,西充县晋城镇谯周大道雨台花园,13547573870,49:18.0,,
南充市,西充县,西充盛泰医院,晋城镇何家巷1号,13568612226,49:18.0,,
南充市,西充县,西充康桥医院,西充县南台路126号,18780713886,49:18.0,,
南充市,西充县,西充益民医院,西充县西山路2号,13989183118,49:18.0,,
南充市,西充县,西仁济医院,西充县外正街25号,13990846616,49:18.0,,
南充市,西充县,西充华联,西充县太平镇大轮寺街中段,13890776826,49:18.0,,
宜宾市,临港经开区,宜宾利民医院,宜宾市临港黄桷坪路220号众生医药广场A3-1-34号,0831-5105958,49:18.0,,
宜宾市,筠连县,筠连县人民医院,筠连县筠连镇煤都大道文峰路,15196953194,49:18.0,,
宜宾市,筠连县,筠连县中医医院,筠连镇中华街158号,0831-3895105,49:18.0,,
宜宾市,筠连县,筠连县巡司中心卫生院,筠连县巡司镇四方街河滨道,0831-7867938,49:18.0,,
宜宾市,筠连县,筠连县沐爱中心卫生院,筠连县沐爱镇荷花社区中心路,0831-7260016,49:18.0,,
宜宾市,南溪区,宜宾市第五人民医院,南溪区交通街113号,0831-3334258,49:18.0,,
宜宾市,南溪区,宜宾市南溪区中医医院,南溪区正信路435号,0831-3322811,49:18.0,,
宜宾市,南溪区,南溪区大观镇中心卫生院,南溪区大观镇中心路165号,0831-3211213,49:18.0,,
宜宾市,南溪区,南溪区江南镇卫生院,南溪区江南镇江政街34号,0831-3464152,49:18.0,,
宜宾市,屏山县,屏山县人民医院,屏山县屏山镇金沙江大道1号,0831-5721728,49:18.0,,
宜宾市,屏山县,屏山县中医医院,屏山县屏山镇安顺街2号,0831-5705108,49:18.0,,
宜宾市,屏山县,屏山县中都镇中心卫生院,屏山县中都镇和平街34号,0831-5600665,49:18.0,,
宜宾市,高县,高县人民医院,高县庆符镇硕勋中路223号,0831-5421394,49:18.0,,
宜宾市,高县,高县中医医院,高县庆符镇文庙街137号,0831-5584588,49:18.0,,
宜宾市,高县,高县来复中心卫生院,高县来复镇裕民街58号,0831-5300165,49:18.0,,
宜宾市,高县,高县沙河中心卫生院,高县沙河镇赛金街285号,0831-5210017,49:18.0,,
宜宾市,珙县,珙县人民医院,珙县巡场镇滨河西街南一段36号,0831-3963010,49:18.0,,
宜宾市,珙县,珙县中医医院,珙县巡场镇安民街20号,13547700137,49:18.0,,
宜宾市,珙县,珙县孝儿中心卫生院,珙县孝儿镇中和街1号,0831-4250117,49:18.0,,
宜宾市,珙县,珙县上罗中心卫生院,珙县上罗镇人民大道3号,0831－4350477,49:18.0,,
宜宾市,叙州区,宜宾市中医医院,宜宾市叙州区南岸大湾路2号,0831-7865004,49:18.0,,
宜宾市,叙州区,宜宾市第四人民医院,宜宾市叙州区南岸外江路2号,0831-3764294,49:18.0,,
宜宾市,叙州区,宜宾市叙州区人民医院,宜宾市叙州区柏溪街道育才路2号,0831-6206948,49:18.0,,
宜宾市,叙州区,宜宾市叙州区中医医院,宜宾市叙州区柏溪镇长江路222号,0831-5516138,49:18.0,,
宜宾市,叙州区,宜宾市叙州区观音镇中心卫生院,宜宾市叙州区观音镇南部新区32米大道,0831-6080920,49:18.0,,
宜宾市,叙州区,宜宾市叙州区横江镇中心卫生院,宜宾市叙州区横江镇中心街46号,0831-6340358,49:18.0,,
宜宾市,长宁县,长宁县人民医院,长宁镇竹海路一段12号,0831-4622117,49:18.0,,
宜宾市,长宁县,长宁县中医医院,长宁镇竹海路一段128号,0831-4622023,49:18.0,,
宜宾市,长宁县,长宁县双河中心卫生院,长宁县双河镇双河社区金鱼大道4号,0831-4629120,49:18.0,,
宜宾市,长宁县,长宁县竹海中心卫生院,长宁县竹海镇坊寺街13号,0831-7870063,49:18.0,,
宜宾市,翠屏区,宜宾市第一人民医院,宜宾市翠屏区文星街65号,0831-8225277,49:18.0,,
宜宾市,翠屏区,宜宾市第二人民医院,宜宾市翠屏区北大街96号,0831-8254658,49:18.0,,
宜宾市,翠屏区,宜宾市妇幼保健计划生育服务中心,宜宾市翠屏区人民路269号,0831-8223327,49:18.0,,
宜宾市,翠屏区,宜宾市第三人民医院,宜宾市翠屏区将军街58号、12号；翠屏区李庄镇园区管委会纵一路,0831-8224806,49:18.0,,
宜宾市,翠屏区,宜宾市第二中医医院,翠屏区龙泉路8号,0831-7180088,49:18.0,,
宜宾市,翠屏区,翠屏区白花镇中心卫生院,宜宾市翠屏区白花镇和平街147号,0831-8759199,49:18.0,,
宜宾市,兴文县,兴文县人民医院,兴文县古宋镇中山街211号,0831-8822375,49:18.0,,
宜宾市,兴文县,兴文县中医医院,兴文县古宋镇河滨路1号1楼,0831-8830508,49:18.0,,
宜宾市,兴文县,兴文县共乐镇卫生院,兴文县共乐镇姚家嘴街,0831-8800153,49:18.0,,
宜宾市,兴文县,兴文县僰王山镇卫生院,兴文县僰王山镇玉池街36号,0831-8650332,49:18.0,,
宜宾市,江安县,江安县人民医院,江安县江安镇平安路52号,0831-2632193,49:18.0,,
宜宾市,江安县,江安县中医医院,江安县江安镇绕城路西段800号,0831-2629266,49:18.0,,
宜宾市,江安县,江安县四面山镇卫生院,江安县四面山镇交通路33号,0831-2860120,49:18.0,,
广安市,邻水县,邻水县人民医院,邻水县鼎屏镇人民路北段487号,0826-3228232,49:18.0,,
广安市,邻水县,邻水县中医医院,邻水县鼎屏镇瑞彩路4号,0826-3222000,49:18.0,,
广安市,前锋区,前锋区人民医院,广安市前锋区永前大道中段317号,0826-6971231,49:18.0,,
广安市,华蓥市,华蓥市人民医院,华蓥市望月街27号,13551976838,49:18.0,,
广安市,华蓥市,华蓥山广能集团总医院,华蓥市红星六路,15882591596,49:18.0,,
广安市,武胜县,武胜县人民医院,武胜县沿口镇建设北路513号,0826-6240292,49:18.0,,
广安市,武胜县,武胜县中医医院,武胜县沿口镇建设南路326号,15328543000,49:18.0,,
广安市,广安区,广安市人民医院,广安市广安区中桥办事处滨河路4段1号,19981806057,49:18.0,,
广安市,广安区,广安区人民医院,广安市广安区民康街1号,0826-2506565,49:18.0,,
广安市,广安区,广安市中医医院,广安市广安区翠屏路1号,18282605688,49:18.0,,
广安市,广安区,广安区第二人民医院,广安市广安区花桥镇花南路34号,13982646381,49:18.0,,
广安市,岳池县,岳池县人民医院,岳池县建设东路22号,0826-5271832,49:18.0,,
广安市,岳池县,岳池县中医医院,岳池县丝绸路2号,17366912096,49:18.0,,
达州市,通川区,通川区人民医院,西外镇西河路76号,17380179071,49:18.0,,
达州市,通川区,通川区中医院,文化街75号,0818-2107125,49:18.0,,
达州市,通川区,通川区红十字医院,西外新区塔石路186号,0818-2244120,49:18.0,,
达州市,通川区,达州市中心医院,通川区南岳庙街56号，通川区大东街151号,"1,373,079,665,118,280,000,000",49:18.0,,
达州市,通川区,达州市中西医结合医院,龙泉路1号,18228642858,49:18.0,,
达州市,通川区,达州市妇幼保健院计划生育服务中心,达州市通川区巴渠东路99号,0818-2372742,49:18.0,,
达州市,达川区,达川区人民医院,达州市达川区三里坪街汉兴北街700号,18715798436,49:18.0,,
达州市,达川区,达州市达川区中医医院,达州市达川区三里坪街道万达路492号,0818-2122418,13982849917,49:18.0,
达州市,达川区,达川区妇幼保健计划生育服务中心,达川区三里坪街道绥定大道一段102号,13438419991,49:18.0,,
达州市,达川区,达州骨科医院有限公司,达州市达川区翠屏街道泰宁路888号,18282911972,49:18.0,,
达州市,达川区,达州华康医院,达州市达川区达川大道二段343号,15692819195,49:18.0,,
达州市,达川区,达县新桥医院,达川区通达东路193号,13908241583,49:18.0,,
达州市,达川区,达州市达川区道让乡卫生院,达州市达川区道让乡中心街8号,18123208082,15082979010,49:18.0,
达州市,达川区,达州市达川区石桥镇中心卫生院,达州市达川区石桥镇后街78号,13982848343,49:18.0,,
达州市,达川区,达州市达川区黄庭乡卫生院,达州市达川区黄庭乡西婷街15号,0818-3280047,18384886711,49:18.0,
达州市,达川区,达州市达川区南岳镇卫生院,达州市达川区南岳镇交通街1号,0818-3275120,15881829501,49:18.0,
达州市,达川区,达州市达川区米城乡卫生院,达州市达川区米城乡贡米街228号,0818-3610120,13547239266,49:18.0,
达州市,达川区,达州市达川区木头乡卫生院,达州市达川区木头乡松鹤街140号,01818-3156120,15982975065,49:18.0,
达州市,达川区,达州市达川区双庙镇卫生院,达州市达川区双庙镇文卫街38号,0818-3381120,13730794603,49:18.0,
达州市,达川区,达州市达川区福善镇卫生院,达州市达川区福善镇景福街108号,0818-3310120,15984498898,49:18.0,
达州市,达川区,达州市达川区东兴乡卫生院,达州市达川区东兴乡公路街239号,13982889136,49:18.0,,
达州市,达川区,达州市达川区河市镇社区卫生服务中心,达州市河市长航街248号,0818-3531120,15881800029,49:18.0,
达州市,达川区,达州市达川区金垭镇卫生院,达州市达川区金垭镇街道,15328928222,49:18.0,,
达州市,达川区,达州市达川区江阳乡卫生院,达州市达川区江阳乡达万路60号,0818-3320120,13388210355,49:18.0,
达州市,达川区,达州市达川区赵家镇中心卫生院,达州市达川区赵家镇观音岩街37号,0818-3360120,13982830153,49:18.0,
达州市,达川区,达州市达川区永进乡卫生院,达州市达川区永进乡新街301号,0818-3738120,13700928120,49:18.0,
达州市,达川区,达州市达川区大滩乡卫生院,达州市达川区大滩乡交通路8号,0818-3208120,13659063523,49:18.0,
达州市,达川区,达川区南城社区卫生服务中心,达川区南外镇西环路643号,0818-2675120,18780899661,49:18.0,
达州市,达川区,达州市达川区陈家乡卫生院,达州市达川区陈家乡致富路3号,0818-3140120,13778348942,49:18.0,
达州市,达川区,达州市达川区申家乡卫生院,达州市达川区申家乡东风街1号,18281869688,18111397120,49:18.0,
达州市,达川区,达州市达川区沿河乡卫生院,达州市达川区沿河乡兴隆街100号,13438575120,49:18.0,,
达州市,达川区,达州市达川区木子镇卫生院,达州市达川区木子镇文政街34号,0818-3395120,13548298918,49:18.0,
达州市,达川区,达州市达川区檀木镇卫生院,达州市达川区檀木镇麻开路356号,0818-3185241,15984784600,49:18.0,
达州市,达川区,达州市达川区碑高乡卫生院,达州市达川区碑高乡政府街40号,13558522783,49:18.0,,
达州市,达川区,达州市达川区罐子镇卫生院,达州市达州市达川区罐子镇街道,0818-3110312,13198310627,49:18.0,
达州市,达川区,达州市达川区安仁乡卫生院,达州市达川区安仁乡安开路154号,0818-3225120,13882854676,49:18.0,
达州市,达川区,达州市达川区万家镇卫生院,达州市达川区万家镇老街42号,0818-3285120,15882930768,49:18.0,
达州市,达川区,达州市达川区景市镇中心卫生院,达州市达川区景市镇中心街16号,0818-3465040,13981492191,49:18.0,
达州市,达川区,达州市达川区石板镇卫生院,达州市达川区石板镇政府街20号,0818-3422120,13982860605,49:18.0,
达州市,达川区,达州市达川区银铁乡卫生院,达州市达川区银铁下街38号,0818-3750066,18048739645,49:18.0,
达州市,达川区,达州市达川区洛车乡卫生院,达川区洛车乡街道,0818-3730024,13551442335,49:18.0,
达州市,达川区,达州市达川区黄都乡卫生院,达州市达川区黄都乡老街17号,15298128777,49:18.0,,
达州市,达川区,达州市达川区花红乡卫生院,达州市达川区花红乡,0818-08183247266,13568166785,49:18.0,
达州市,达川区,达州市达川区葫芦乡卫生院,达州市达川区葫芦乡明月街9号,0818-3750986，15984753232,49:18.0,,
达州市,达川区,达州市达川区管村镇中心卫生院,达州市达川区管村镇公路街298号,0818-3580060,13350785088,49:18.0,
达州市,达川区,达州市达川区渡市镇中心卫生院,达州市达川区渡市镇兴隆街313号附266号,18784820096,49:18.0,,
达州市,达川区,达川区河市镇中心卫生院,达州市河市镇长航街89号,0818-2525120,17311539061,49:18.0,
达州市,达川区,达州市达川区大风乡卫生院,达州市达川区大风社区达万路97号,0818-3349057,15882914926,49:18.0,
达州市,达川区,达州市达川区大堰镇卫生院,达州市达川区大堰镇公路街89号,0818-3564015,15328936893,49:18.0,
达州市,达川区,达州市达川区亭子镇中心卫生院,达州市达川区亭子镇达万路大东街152号,13228279688,49:18.0,,
达州市,达川区,达州市达川区桥湾镇卫生院,达州市达川区桥湾镇公园街27号,0818-3699120,18982809169,49:18.0,
达州市,达川区,达州市达川区虎让乡卫生院,达州市达川区虎让乡街道,0818-3620218,13458174790,49:18.0,
达州市,达川区,达州市达川区草兴乡卫生院,达州市达川区草兴乡翠屏街60号,0818-3136120,15082424752,49:18.0,
达州市,达川区,达州市达川区石梯镇中心卫生院,达州市达川区石梯镇四通街296号,0818-3685191,13795688225,49:18.0,
达州市,达川区,达川区百节镇卫生院,达州市达川区百节镇教师街2号,0818-3431120,17780988228,49:18.0,
达州市,达川区,达川区香隆乡卫生院,达川区香隆乡石佛路28号,0818-3740069,15884739060,49:18.0,
达州市,达川区,达州市达川区五四镇卫生院,达州市达川区五四中街25号,15182833239,49:18.0,,
达州市,达川区,达州市达川区麻柳镇中心卫生院,达州市达川区麻柳镇文化街25号,0818-3244057,15983850069,49:18.0,
达州市,达川区,达州市达川区大树镇中心卫生院,达州市达川区大树镇交通路22号,0818-3255051,13320833883,49:18.0,
达州市,达川区,达川区妇幼保健计划生育服务中心,达州市达川区三里坪街道绥定大道一段 102号,8152199.136,49:18.0,,
达州市,达川区,达州市达川区九岭镇卫生院,达州市达川区九岭镇公路街168号,0818-3599079,18282948566,49:18.0,
达州市,达川区,达州市达川区赵固镇卫生院,达州市达川区赵固镇兴贸街55号,0818-3595235,15328932066,49:18.0,
达州市,达川区,达州市达川区堡子镇中心卫生院,达州市达川区堡子镇正街98号,0818-3061120,18682811340,49:18.0,
达州市,达川区,达州市达川区龙会乡卫生院,达州市达川区龙会乡龙曾路49号,13648193058,49:18.0,,
达州市,达川区,达州市达川区平滩镇卫生院,达州市达川区平滩镇东街8号,0818-3480176,13619061926,49:18.0,
达州市,达川区,达州市达川区马家镇卫生院,达州市达川区马家镇正街249号,13568357096,49:18.0,,
达州市,达川区,达州市达川区金檀镇卫生院,达州市达川区金檀镇东路街2号,18096256900,49:18.0,,
达州市,经开区,经开区幺塘乡卫生院,幺塘乡北街1号,18096256123,49:18.0,,
达州市,经开区,经开区斌郎乡卫生院,斌郎乡石河村7组,13350789300,49:18.0,,
达州市,大竹县,大竹县人民医院,白塔街道办事处青年路99号,13882897843,49:18.0,,
达州市,大竹县,大竹县中医院,大竹县竹海路东段1178号,15881859889,49:18.0,,
达州市,大竹县,大竹县妇计中心,大竹县东大街126号,13882836985,49:18.0,,
达州市,大竹县,大竹县文星中心卫生院,大竹县文星镇成龙街79号,13778354788,0818-6712010/15984750088,49:18.0,
达州市,大竹县,大竹县神合乡卫生院,大竹县神合乡民康街33号,18781881838,0818-6711218,49:18.0,
达州市,大竹县,大竹县童家镇卫生院,大竹县童家镇盐泉街190号,15808190818,0818-6611120,49:18.0,
达州市,大竹县,大竹县石子中心卫生院,大竹县石子镇谷临新村大道1号,18981490678,0818-6662969,49:18.0,
达州市,大竹县,大竹县张家镇卫生院,大竹县张家镇老街26号,13551469778,0818-6660120,49:18.0,
达州市,大竹县,大竹县杨通乡卫生院,大竹县杨通乡文明街5号,13778383371,0818-6692381,49:18.0,
达州市,大竹县,大竹县天城镇卫生院,大竹县天城镇潾山街,13548273920,0818-6672015,49:18.0,
达州市,大竹县,大竹县四合镇卫生院,大竹县四合镇幸福街120号,13350483322,0818-6682120,49:18.0,
达州市,大竹县,大竹县杨家中心卫生院,大竹县杨家镇春笋街96号,15082895008,0818-6302120,49:18.0,
达州市,大竹县,大竹县黄家乡卫生院,大竹县黄家乡新拱桥街道,15881855831,0818-6236158,49:18.0,
达州市,大竹县,大竹县人和镇卫生院,大竹县人和镇人和路3号,18090925500,0818-6332060,49:18.0,
达州市,大竹县,大竹县中华乡卫生院,大竹县中华乡中华路46号,13629065256,13548283886,49:18.0,
达州市,大竹县,大竹县石桥铺中心卫生院,大竹县石桥铺镇龙溪西路2号,13982823625,0818-6481120,49:18.0,
达州市,大竹县,大竹县新生乡卫生院,大竹县新生乡水文街183号,13408194481,0818-6542553,49:18.0,
达州市,大竹县,大竹县永胜镇卫生院,大竹县永胜镇街道,13408183808,0818-6523013,49:18.0,
达州市,大竹县,大竹县安吉乡卫生院,大竹县安吉乡安平路348号,13330828253,0818-5296696,49:18.0,
达州市,大竹县,大竹县观音中心卫生院,大竹县观音镇北大街169号,13398330568,49:18.0,,
达州市,大竹县,大竹县白坝卫生院,大竹县白坝镇红星东路108号,18880965922,0818-6560092,49:18.0,
